label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
BS11,14 - Bob Dylan - Crash On The Levee (Take 2).wav,a50dd5e70b107e68e814de660d42d9d2,3,14,0.7344992050874397,02:05:720,0.9445645969448444,0.9675171706240354,0.9676926527181058,-0.06376955638039483,0.8832906020762729,0.9991451541725952,0.7806790674268035,0.02245362102985382,0.8808588890028474,0.8775117751451071
CAR,03-14-Bob_Dylan-Crash_on_the_Levee_Take_2-SMR.flac,0aa782abca4f3b5d496fb251fb849a29,3,14,0.7334636557325632,02:05:711,0.9438199888135498,0.9672850361248845,0.9672124585949515,-0.06032699943220621,0.883337127396623,0.9992183084289344,0.780714014458752,0.02245810627937317,0.8808588389600843,0.7873928047980331
ATWR,19 Crash On The Levee - Take 2.flac,3065b0534458c4d6b93190baf7d112ff,3,19,0.8028616852146262,02:06:293,0.7816635623695043,0.8530655766543014,0.7676128093456797,1.1266332355969624,0.6501645136763549,0.7845818945163094,0.5060746678284613,0.03131342679262161,0.8706566632578576,0.6949384046716807
MUTM,05 Down In The Flood.flac,480b86a67a278f4091862f51295faada,1,5,0.4833068362480118,02:03:613,0.7039947172588618,0.9657571881275829,0.9394393659726898,0.30252120716142983,0.5901627034967613,0.6711394225792133,0.9519455012685772,-0.03960911184549332,0.004882980611851448,0.6499156678991316
RSD,04 Crash On The Levee.flac,16d8cb4f6543be9f6415bb4cdcd72a7a,1,1,0.7455901279430683,02:05:813,0.527075032640876,0.548558957152996,0.5459391846641165,0.0,0.37310083175641456,0.3447100982634506,0.3298990496737112,0.0,1.0,0.7564357753574074
TGBT,07 Crash On The Levee #2.flac,192a5f5ae713d4ecef4a229b39ad47dd,3,7,0.9348171701112877,02:07:400,1.0,1.0,1.0,-0.06329278480595057,1.0,1.0,0.9744696787901803,-0.002231001853942871,0.9994226416839738,1.0
CBST,Dylan & Band - Safety Tape_Track05.flac,f27dafdcf873b613ede9cac8f0b9c96a,1,5,0.386327503974562,02:02:800,0.7205285839834187,0.9851530633250386,0.9542965341976604,0.3640907160581488,0.6228200895012183,0.710862853236312,1.0,-0.04089316725730896,0.004932631183632859,0.4465777958310838
FTR,18. Crash on the Levee.flac,4e05235efba8231bfcc347208f115532,5,18,0.36883942766295696,02:02:653,0.0,0.5150522008565019,0.0,7.084749178743085,0.0,0.0,0.006734147443857593,-0.0008611120283603668,0.02800118341939638,0.7071693548740328
FTR,04. Crash on the Levee.flac,517ff3933ef279e07664343ccbc7a7f9,7,4,1.0,02:07:947,0.5537117958860719,0.45915454704065733,0.6799451302218745,-3.0825699331953444,0.48202005301617695,0.33519767138195145,0.570966588307655,-0.03200135380029678,0.976642140784225,0.1879390364135001
FTR,18. Crash on the Levee.flac,16ad5025173fdf32fe19bae278ac4a4f,8,18,0.0,01:59:560,0.8149189359043593,0.6862722276982793,0.9372175558172521,-3.5129880402202573,0.8084698455398135,0.5911889410726642,0.9817688323730666,-0.05321164429187775,0.9912779686302386,0.0
FTR,17. Crash on the Levee.flac,dfa8b791ec1b5b2a244e8fe6652f07eb,9,17,0.5103338632750397,02:03:840,0.4962206098872252,0.4388108644844608,0.5883201105866382,-2.0961130215789083,0.44465729140297233,0.3378808867342668,0.48231313239566564,-0.020332515239715576,0.9983173609824619,0.42654250972027197
CB,18 Down in the Flood.flac,0cccdb45f205782b8c62af73dd316905,5,18,0.36883942766295696,02:02:653,0.0018853389067598882,0.0,0.5149530080616442,-7.120878869184192,1.8796803808137676e-05,0.007078587207511543,0.0,0.0008668713271617889,0.02800112165879617,0.7070209860431208
CB,04 Down in the Flood.flac,3996927feba8f32eaac5a6edb0acf374,7,19,1.0,02:07:947,0.5537132898536941,0.4593972533561927,0.6799461639125509,-3.079244142686097,0.4820048892080628,0.3351884814545744,0.5709466684994443,-0.03199993073940277,0.9766420235922676,0.18788595869305608
