label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
BS11,13 - Bob Dylan - Crash On The Levee (Take 1).wav,b311f286756384349a93e280c22d6707,3,13,0.6985915492957726,02:10:507,0.7228777191745147,0.535095691418678,0.5044361847297475,-0.6898263367983049,0.6690631832804695,0.460253221038221,0.4720811317406704,0.009047970175743103,0.9408657214327028,0.7121722887937805
CAR,03-13-Bob_Dylan-Crash_on_the_Levee_Take_1-SMR.flac,541b04c4b8750a7b5a5a84c38d6bf5d5,3,13,0.6996598639455777,02:10:512,0.7237649952334689,0.534665426100361,0.5010391696017592,-0.6833044909135957,0.6687348585247387,0.45995040018020134,0.47165288822870166,0.009041205048561096,0.9408607659613419,0.5478624800342731
ATWR,18 Crash On The Levee - Take 1.flac,97b38608596f46036d3a6c4d0d3d6fd6,3,18,0.7746478873239445,02:10:867,0.6971565425455464,0.6728022790451044,0.0,1.7400989708598011,0.5321103649838457,0.507813014715703,0.0,0.04122591018676758,0.9162227756255634,0.36980393189668426
SBD,04 Crash On The Levee.flac,09ee96617bc692e8789b01a2b9071e72,2,4,0.0,02:07:200,1.0,1.0,0.6543498790990327,2.254990846628024,1.0,1.0,0.4936335583807229,0.06389881670475006,0.9156995993429541,0.19395831793082782
TGBT,06 Crash On The Levee (Version 1).flac,a174df50042f54cc7603ee8e587164d6,3,6,1.0,02:11:933,0.9894634688384417,0.8178979803817187,1.0,-0.04612706246659215,0.9806096930438319,0.6475538003480003,1.0,-0.0019430220127105713,0.9994866817911796,1.0
FTR,05. Crash on the Levee.flac,ca6730c49a66f72d89460546e589618f,5,5,0.03098591549295658,02:07:347,0.0009596764477663399,0.0,0.0420656296779753,-3.2567108988534876,0.0,0.0,0.20296740725932158,-0.023259103298187256,0.012115496659831238,0.000583586281548732
CB,05 Down in the Flood (new).flac,488549be4eacd3a428f6db0a4dd394d8,5,5,0.03098591549295658,02:07:347,0.0,0.0013870592686675589,0.04204364025079131,-3.24659312046159,5.68186199847485e-05,2.7959312175111897e-06,0.2029955607833292,-0.023260436952114105,0.012115063677333717,0.0
