label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,rms,spectral_centroid
TCB,03 You Ain't Going Nowhere.flac,2c4c2435d5dff0f7cfee15aec4afb08c,1,8,158.90666666666667,02:38:906,-22.663771722514568,0.06649095565080643,1301.4449924719115
CAR,03-18-Bob_Dylan-You_Ain_t_Goin_Nowhere_Take_2-SMR.flac,a2e0474b1f4a6b1ca8c560b613d243dc,1,8,165.58632653061224,02:45:586,-18.031608396974274,0.1256447285413742,2214.4149777785105
MUTM,08 You Ain't Going Nowhere.flac,1979579aad01620fedb490bbfed5a243,1,8,163.85333333333332,02:43:853,-18.371988117303406,0.11186575144529343,2135.984850240452
ATWR,25 You Ain't Going Nowhere - Take 2.flac,6ea00dd92a20550b24e171e5344258f3,4,20,166.09333333333333,02:46:093,-22.21056686154974,0.07330919802188873,2264.233393555622
