song_label,ref_label,cmp_label,cmp_file,tuning_cents_cmp,tuning_cents_ref,delta_tuning_cents,semitone_shift_vs_ref,chroma_similarity,speed_factor_from_pitch,duration_ratio_ref_over_cmp
asm,BS11,BS11,03 - Bob Dylan & The Band - A Satisfied Mind.wav,-23.0,-23.0,0.0,0,1.0,1.0,1.0
asm,BS11,CAR,05-03-Bob_Dylan-A_Satisfied_Mind-SMR.flac,-24.0,-23.0,-1.0,0,0.9999989867210388,1.0,0.9999973714438921
