song_label,ref_label,cmp_label,cmp_file,tuning_cents_cmp,tuning_cents_ref,delta_tuning_cents,semitone_shift_vs_ref,chroma_similarity,speed_factor_from_pitch,duration_ratio_ref_over_cmp
ast_t2f1,FTR,FTR,22. Apple Suckling Tree.flac,5.000000000000004,5.000000000000004,0.0,0,0.9999999403953552,1.0,1.0
ast_t2f1,FTR,CB,22 Apple Suckling Tree - 2.flac,2.0000000000000018,5.000000000000004,-3.0000000000000027,0,0.9771468043327332,1.0,0.9081315952824334
