label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,rms,spectral_centroid
BS11,01 - Bob Dylan & The Band - Edge Of The Ocean.wav,b1eca5c889bece4353a5ff8610740013,1,1,140.82666666666665,02:20:826,-17.1802441481923,0.12883572280406952,2457.703023457571
CAR,01-01-Bob_Dylan-Edge_of_the_Ocean-SMR.flac,675e2200ebf4b28d49f0dbcb3e54eb99,1,1,140.8296371882086,02:20:829,-17.1773888104258,0.12882426381111145,2321.6565384786063
