label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
DITB,05 Instrumental #2.flac,5f5375c664eb1bc6847d7663170c34d1,1,5,215.24,03:35:240,-19.325764375038304,-16.702726009002777,-16.901145852188566,0.1984198431857891,0.10914557427167892,0.14565600454807281,0.14077438414096832,0.004881620407104492,0.13458997032596617,1500.055036469288
FTR,26. Blues Improvisation.flac,62d3db4e4554aebbafb3275af5fdd156,5,26,209.62666666666667,03:29:627,-29.540429407195813,-26.96474492370977,-26.864965449319516,-0.09977947439025314,0.030097687616944313,0.04104025661945343,0.036680079996585846,0.004360176622867584,0.1530418719052344,1235.8207897411276
FTR,13. Blues Instrumental.flac,040364b5c61cd28edd4955fa3239bfe9,10,13,216.32,03:36:320,-15.392555952170833,-14.826917459356835,-14.276050779897659,-0.5508666794591761,0.16499684751033783,0.17237280309200287,0.185418039560318,-0.013045236468315125,0.7035384237657155,1101.9612084712544
FTR,28. Blues Instrumental.flac,55112fda029750836dbfb48382ec890b,10,28,222.92,03:42:920,-19.91862768895556,-18.09632805930203,-17.135617556552994,-0.9607105027490377,0.10087364166975021,0.12093668431043625,0.13678254187107086,-0.015845857560634613,0.19730538997020955,1159.2544256271917
CB,26 Instrumental.flac,c250ff1dae56f1210a8513654f65533a,5,26,210.8,03:30:800,-29.53873401734751,-26.96794133062954,-26.873991246441086,-0.09395008418845308,0.029930243268609047,0.040820132941007614,0.036471713334321976,0.004348419606685638,0.15290313370434494,1239.7072879433883
CB,13 Instrumental (ominous).flac,c1bea58e8b3830965fbba5fad56799db,9,27,214.72,03:34:720,-14.522479570485567,-13.573267073799249,-13.575790312657231,0.002523238857982335,0.18276932835578918,0.19828654825687408,0.2002895325422287,-0.0020029842853546143,0.6828827960815007,1365.7545513981156
