label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
BS11,22 - Bob Dylan & The Band - Lock Your Door.wav,11773443c75236ca13eedc5920d3518f,2,22,22.653333333333332,00:22:653,-17.15366180451716,-17.50655492090546,-16.516387512338223,-0.9901674085672383,0.11782976239919662,0.11548983305692673,0.12466184794902802,-0.009172014892101288,0.9272156116882191,3548.3461803812966
CAR,02-22-Bob_Dylan-Lock_Your_Door-SMR.flac,3b07cd1150ad9d12563e9f98ceac9348,2,22,22.64954648526077,00:22:649,-17.15760053924393,-17.511989964575573,-16.518710568097486,-0.993279396478087,0.11787877976894379,0.11553321778774261,0.12471497803926468,-0.009181760251522064,0.9272158026189339,2824.704080645989
ATWR,01 Lock Your Door.flac,350c1ca36d3e7bf939f778aff458c25d,1,1,20.546666666666667,00:20:546,-24.75427101416629,-22.31091571702071,-20.697622949333894,-1.613292767686815,0.05327644571661949,0.054669879376888275,0.08543966710567474,-0.03076978772878647,0.0003415048881848692,1450.100543959399
FTR,01 Lock Your Door.flac,0f5f4f5febce4d0cde3766f9d5a3c5cf,1,1,18.733333333333334,00:18:733,-29.03409656137311,-24.8710213920921,-26.006740220162133,1.1357188280700328,0.031821560114622116,0.03204382583498955,0.0490645095705986,-0.017020683735609055,0.06387559046465291,1339.6590033392358
