label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,rms,spectral_centroid
BS11,04 - Bob Dylan & The Band - Mr. Blue.wav,b085207d587f87e9707a8c75dab60e40,1,4,112.01333333333334,01:52:013,-17.637035390784103,0.1311408430337906,1846.6769149393265
CAR,01-04-Bob_Dylan-Mr_Blue-SMR.flac,898aec7e313903bef60813d3ea259926,1,4,112.02895691609977,01:52:028,-17.633379670860343,0.1311207264661789,1690.0542060119315
