label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
BS11,03 - Bob Dylan & The Band - Any Time.wav,8e9997d93f6e924eea12cf9d22175297,6,3,0.0,03:17:147,1.0,1.0,1.0,0.0006540759659543482,1.0,1.0,1.0,1.3843178749084473e-05,0.999999252065545,1.0
CAR,06-03-Bob_Dylan-Any_Time-SMR.flac,e51d9cda943b0b2c4260637d44663e4b,6,3,1.0,03:17:150,0.0,0.0,0.0,0.0006540645997716865,0.0,0.0,0.0,1.3299286365509033e-05,0.9999996218939441,0.0
