song_label,ref_label,cmp_label,cmp_file,tuning_cents_cmp,tuning_cents_ref,delta_tuning_cents,semitone_shift_vs_ref,chroma_similarity,speed_factor_from_pitch,duration_ratio_ref_over_cmp
anmc_t3,FTR,FTR,08. Ain't No More Cane.flac,12.0,12.0,0.0,0,0.9999999403953552,1.0,1.0
anmc_t3,FTR,CB,09 Aint No More Cane.flac,12.0,12.0,0.0,0,0.9999659657478333,1.0,1.0
