song_label,ref_label,cmp_label,cmp_file,tuning_cents_cmp,tuning_cents_ref,delta_tuning_cents,semitone_shift_vs_ref,chroma_similarity,speed_factor_from_pitch,duration_ratio_ref_over_cmp
dytmn,BS11,BS11,26 - Bob Dylan & The Band - Don't You Try Me Now.wav,-21.999999999999996,-21.999999999999996,0.0,0,1.0000001192092896,1.0,1.0
dytmn,BS11,CAR,02-26-Bob_Dylan-Don_t_You_Try_Me_Now-SMR.flac,-25.0,-21.999999999999996,-3.0000000000000036,0,0.9998229146003723,1.0,1.0012593640122975
dytmn,BS11,ATWR,09 Don't You Try Me Now.flac,2.0000000000000018,-21.999999999999996,24.0,0,0.9959485530853271,1.0,1.0055912776069331
dytmn,BS11,TGBT,18 Don't You Try Me Now.flac,19.000000000000007,-21.999999999999996,41.0,0,0.994665801525116,1.0,1.0119566746377833
dytmn,BS11,FTR,05. Don't You Try Me Now.flac,2.0000000000000018,-21.999999999999996,24.0,0,0.9956691265106201,1.0,1.0032773167840456
dytmn,BS11,CB,05 Don't You Try me Now.flac,2.0000000000000018,-21.999999999999996,24.0,0,0.9952574968338013,1.0,1.0032773167840456
