label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,rms,spectral_centroid
BS11,05 - Bob Dylan & The Band - Belshazzar.wav,eca2ab9fe9dd65c8dcb1795b05d9a7ee,1,5,202.30666666666667,03:22:306,-16.66691060195155,0.14315156638622284,1860.7614872379775
CAR,01-05-Bob_Dylan-Belshazzar-SMR.flac,cadaf4a8e94a563c05f377f10ebfc2a2,1,5,202.3026530612245,03:22:302,-16.667051504553147,0.1431567221879959,1758.8347204788429
ATWR,10 Belchazaar.flac,0c9ad49d53574ad209ac8184455746d4,2,10,203.17333333333335,03:23:173,-19.31436388350157,0.10563648492097855,1618.8169315785613
