label,orig_file,md5,disc,track,duration_sec,duration_fmt,loudness,loudness_left,loudness_right,loudness_balance,rms,rms_left,rms_right,rms_balance,lr_corr,spectral_centroid
BS11,16 - Bob Dylan & The Band - A Fool Such As I.wav,85bc38d5702df2e5265271d9881fb94c,2,16,0.9998633132859481,02:57:200,0.9999748704665008,0.0,1.0,-1.887691511488736,1.0,1.7457666836543194e-05,1.0,-0.016654595732688904,0.05666982293902439,1.0
CAR,02-16-Bob_Dylan-A_Fool_Such_As_I-SMR.flac,8c7c8e0d96a861ad665d7f0e14a8d6c9,2,16,1.0,02:57:202,1.0,4.0335755679658096e-05,0.9983489881428858,-1.8803386044565897,0.9999689981050491,0.0,0.9999704777391378,-0.016653768718242645,0.05666985607077948,0.830377810216637
ATWR,19 A Fools Such As I.flac,ca2ced4bc85eb4315689e9625efd4e5c,1,19,0.5740841990158564,02:51:267,0.5107645117849362,1.0,0.6247322177464647,0.7732075303532255,0.26521801523311667,1.0,0.42439542935064384,0.014342963695526123,-0.26933867763772734,0.0
TGBT,08 A Fool Such As I.flac,d6d0034e971c5f979b67978823cd32dd,1,8,0.0,02:43:267,0.0,0.34226479079245314,0.0,2.8833282896676984,0.06479060457210833,0.6210752982743096,0.0,0.024811744689941406,-0.2707840928804829,0.10530249492235287
FTR,20. A Fool Such As I.flac,fdac5d1a8a0cd6954735c75c73f0ab05,1,20,0.9644614543466387,02:56:707,0.3072871945529216,0.4002380410919383,0.48463695267339935,0.794688386027314,0.00013966833086117192,0.02361149439642467,0.14990520552880834,0.012999162077903748,-0.27062530384927125,0.3576470203575098
CB,20 (Now and Then Theres) A Fool Such as I.flac,7d32b3d25a21c56624344dd015488e8c,1,20,0.9644614543466387,02:56:707,0.30728297210359823,0.4002612344083172,0.48580234780293163,0.7895498116452764,0.0,0.022880958184187786,0.14969596381131095,0.012998290359973907,-0.27061992767537335,0.3586161489833192
